31026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,339,6,9,146,2708,331,1673,1861,253,198,185,1923,200,226,1738,837,4663,577,3331,7266,1940,2044,1178,3547,649,611,2271,545,1222,400,781,407,193,378,130,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Aerosmith,aerosmith
30298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,133,2,0,0,10,323,46,657,51,1987,61,286,162,128,105,46,217,79,357,491,693,9845,1145,6075,7060,1752,1959,998,2239,606,1220,1461,459,1440,143,1142,3101,662,24,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Aerosmith,aerosmith
43694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1366,535,43,468,255,1403,84,159,992,221,1769,1034,3654,1200,227,2134,1459,10828,1833,4197,6483,313,772,156,2213,235,227,542,601,1235,389,203,196,0,0,0,0,0,6,87,0,0,0,187,801,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Aerosmith,aerosmith
56113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,13,3,42,38,523,29,185,489,130,1261,145,154,144,297,956,590,4769,1431,1059,5823,4448,7701,6645,9190,1157,3268,5085,1522,10079,1943,2776,4836,2309,2106,2090,2923,627,1034,1510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Aerosmith,aerosmith
33596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,328,11,224,51,75,203,636,4181,394,2509,138,258,4105,1214,3615,325,151,47,504,3962,1332,11828,9409,1009,258,271,1636,375,1062,1040,393,2452,727,3207,527,22,268,143,96,7,20,21,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Aerosmith,aerosmith
34623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,78,20,123,53,1518,2819,709,8868,1455,1658,608,292,2570,1027,2445,1345,4646,2069,1129,6964,1016,2600,3353,438,1022,480,838,400,767,198,267,249,5,23,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Aerosmith,aerosmith
42306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,30,45,25,668,46,1,76,344,1303,330,1068,418,535,1268,872,7908,1622,696,1220,513,1585,1373,7365,1141,1658,5182,2689,10756,507,734,2546,526,637,428,2849,145,114,564,538,1471,47,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Aerosmith,aerosmith
30559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,7,17,60,11,11,13,210,59,25,378,87,2297,210,449,877,118,77,12,47,43,140,431,376,3887,923,3878,7393,1387,3766,867,1053,231,1403,2219,248,1549,298,264,90,178,105,38,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Aerosmith,aerosmith
14759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,56,41,61,102,586,190,1128,3882,2578,7123,1245,6500,1467,1608,3181,615,7102,582,532,2928,3229,8441,390,44,42,102,218,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Draw_the_Line,aerosmith
17070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,14,789,73,131,272,141,2333,1385,2442,1521,1779,3888,598,2626,2065,5570,1932,985,9188,901,1110,1030,753,2100,280,1646,704,486,424,277,423,143,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Draw_the_Line,aerosmith
35220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2379,48,0,0,0,84,5,84,14,16,41,383,5979,521,1748,139,2645,987,339,7193,368,1511,1505,3118,8982,1411,3876,2649,4626,1807,1016,1243,229,3311,3273,1302,389,284,1542,63,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Draw_the_Line,aerosmith
24078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,207,47,188,29,12,77,216,380,330,2337,433,1633,4413,3004,7445,2115,3769,5263,3226,2447,1206,9604,1368,1551,2146,1560,2720,870,439,113,34,208,57,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Draw_the_Line,aerosmith
12157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,257,122,72,793,227,800,677,1536,54,1019,1321,809,4851,404,932,4976,1300,2170,1130,1586,404,4797,4331,521,213,215,116,97,76,101,212,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Draw_the_Line,aerosmith
31769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,231,11,4,4,0,0,157,64,5,1441,130,1383,468,5102,2634,269,690,210,3575,546,486,3344,1846,11126,1172,4996,4099,320,1389,674,4147,197,304,878,973,12999,448,2006,684,31,7,3,7,1,35,4,0,677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Draw_the_Line,aerosmith
20309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,104,87,67,647,869,1847,291,1630,6178,3927,3768,1953,4033,6773,4514,6011,2756,9049,1960,1680,1443,1715,4455,1801,1195,695,272,656,12,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Draw_the_Line,aerosmith
29671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,24,94,73,43,4,30,299,225,1798,73,41,150,231,875,188,503,221,513,830,504,607,412,1761,2330,1591,2987,2655,7091,1397,1238,4866,1206,2882,1482,2942,2224,1476,3282,933,613,483,220,206,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Draw_the_Line,aerosmith
28668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,97,366,1308,238,85,533,180,230,407,1300,20,86,2432,904,5421,1147,5192,6975,1874,6185,1517,8395,413,3004,3016,769,1271,1405,2940,422,114,151,142,48,0,0,0,0,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Draw_the_Line,aerosmith
30883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,76,564,133,31,239,286,755,654,1030,839,559,2960,885,1525,543,430,3082,2258,3654,1561,3084,693,691,3998,1148,6975,779,1405,2312,1330,1758,1134,1642,176,93,214,58,117,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Get_Your_Wings,aerosmith
40041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,30,14,415,12,11,20,18,85,21,312,15,13,178,96,376,62,153,591,212,490,553,877,312,966,3670,974,9236,908,4779,4205,3137,3258,1014,3811,613,786,1407,727,2665,152,103,180,173,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Get_Your_Wings,aerosmith
35250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,5,418,9,3,3,2,340,115,336,240,348,1971,514,8056,2638,313,1940,1026,4521,1514,11202,2367,1374,1658,1019,5017,2235,432,1902,451,1064,226,536,245,220,182,136,97,36,25,2,29,67,62,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Get_Your_Wings,aerosmith
43245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,735,19,2,12,58,428,128,1373,178,522,1768,635,6677,807,1720,2485,1336,4935,1080,5406,603,2953,3197,1600,7285,1661,3438,4523,3847,2682,982,6077,1012,1933,2649,666,747,183,475,90,386,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Get_Your_Wings,aerosmith
21997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,5,66,21,208,51,170,59,30,387,87,489,68,118,1516,365,2255,835,2404,115,148,2129,1169,4643,349,638,2510,1005,1768,635,2168,949,734,1691,437,3678,744,542,717,209,302,179,364,179,0,0,45,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Get_Your_Wings,aerosmith
